GeographyCode,DateCode,Measurement,Units,Value,Property Type
E92000001,2013 Mar,Average Price (pounds),Percent,178189,All Property Types
E12000001,2013 Mar,Average Price (pounds),Percent,115161,All Property Types
E12000002,2013 Mar,Average Price (pounds),Percent,126970,All Property Types
E12000003,2013 Mar,Average Price (pounds),Percent,127679,All Property Types
E12000004,2013 Mar,Average Price (pounds),Percent,138562,All Property Types
E12000005,2013 Mar,Average Price (pounds),Percent,145983,All Property Types
E12000006,2013 Mar,Average Price (pounds),Percent,196235,All Property Types
E12000007,2013 Mar,Average Price (pounds),Percent,312289,All Property Types
E12000008,2013 Mar,Average Price (pounds),Percent,225295,All Property Types
E12000009,2013 Mar,Average Price (pounds),Percent,190494,All Property Types
E92000001,2013 Feb,Average Price (pounds),Percent,177203,All Property Types
E12000001,2013 Feb,Average Price (pounds),Percent,112008,All Property Types
E12000002,2013 Feb,Average Price (pounds),Percent,127100,All Property Types
E12000003,2013 Feb,Average Price (pounds),Percent,128099,All Property Types
E12000004,2013 Feb,Average Price (pounds),Percent,137599,All Property Types
E12000005,2013 Feb,Average Price (pounds),Percent,145470,All Property Types
E12000006,2013 Feb,Average Price (pounds),Percent,192418,All Property Types
E12000007,2013 Feb,Average Price (pounds),Percent,313550,All Property Types
E12000008,2013 Feb,Average Price (pounds),Percent,223861,All Property Types
E12000009,2013 Feb,Average Price (pounds),Percent,189236,All Property Types
E92000001,2013 Jan,Average Price (pounds),Percent,176816,All Property Types
E12000001,2013 Jan,Average Price (pounds),Percent,113585,All Property Types
E12000002,2013 Jan,Average Price (pounds),Percent,124578,All Property Types
E12000003,2013 Jan,Average Price (pounds),Percent,125516,All Property Types
E12000004,2013 Jan,Average Price (pounds),Percent,137537,All Property Types
E12000005,2013 Jan,Average Price (pounds),Percent,145005,All Property Types
E12000006,2013 Jan,Average Price (pounds),Percent,194209,All Property Types
E12000007,2013 Jan,Average Price (pounds),Percent,311364,All Property Types
E12000008,2013 Jan,Average Price (pounds),Percent,225210,All Property Types
E12000009,2013 Jan,Average Price (pounds),Percent,189820,All Property Types
E92000001,2012 Dec,Average Price (pounds),Percent,178406,All Property Types
E12000001,2012 Dec,Average Price (pounds),Percent,114860,All Property Types
E12000002,2012 Dec,Average Price (pounds),Percent,127862,All Property Types
E12000003,2012 Dec,Average Price (pounds),Percent,129701,All Property Types
E12000004,2012 Dec,Average Price (pounds),Percent,138977,All Property Types
E12000005,2012 Dec,Average Price (pounds),Percent,147386,All Property Types
E12000006,2012 Dec,Average Price (pounds),Percent,194059,All Property Types
E12000007,2012 Dec,Average Price (pounds),Percent,313744,All Property Types
E12000008,2012 Dec,Average Price (pounds),Percent,225865,All Property Types
E12000009,2012 Dec,Average Price (pounds),Percent,187901,All Property Types
E92000001,2012 Nov,Average Price (pounds),Percent,178662,All Property Types
E12000001,2012 Nov,Average Price (pounds),Percent,116777,All Property Types
E12000002,2012 Nov,Average Price (pounds),Percent,128922,All Property Types
E12000003,2012 Nov,Average Price (pounds),Percent,130287,All Property Types
E12000004,2012 Nov,Average Price (pounds),Percent,139511,All Property Types
E12000005,2012 Nov,Average Price (pounds),Percent,146988,All Property Types
E12000006,2012 Nov,Average Price (pounds),Percent,195007,All Property Types
E12000007,2012 Nov,Average Price (pounds),Percent,308540,All Property Types
E12000008,2012 Nov,Average Price (pounds),Percent,224563,All Property Types
E12000009,2012 Nov,Average Price (pounds),Percent,191426,All Property Types
E92000001,2012 Oct,Average Price (pounds),Percent,178412,All Property Types
E12000001,2012 Oct,Average Price (pounds),Percent,116854,All Property Types
E12000002,2012 Oct,Average Price (pounds),Percent,126997,All Property Types
E12000003,2012 Oct,Average Price (pounds),Percent,129217,All Property Types
E12000004,2012 Oct,Average Price (pounds),Percent,139395,All Property Types
E12000005,2012 Oct,Average Price (pounds),Percent,145709,All Property Types
E12000006,2012 Oct,Average Price (pounds),Percent,195730,All Property Types
E12000007,2012 Oct,Average Price (pounds),Percent,310281,All Property Types
E12000008,2012 Oct,Average Price (pounds),Percent,224927,All Property Types
E12000009,2012 Oct,Average Price (pounds),Percent,191820,All Property Types
E92000001,2012 Sep,Average Price (pounds),Percent,179563,All Property Types
E12000001,2012 Sep,Average Price (pounds),Percent,118194,All Property Types
E12000002,2012 Sep,Average Price (pounds),Percent,129970,All Property Types
E12000003,2012 Sep,Average Price (pounds),Percent,130579,All Property Types
E12000004,2012 Sep,Average Price (pounds),Percent,139262,All Property Types
E12000005,2012 Sep,Average Price (pounds),Percent,147227,All Property Types
E12000006,2012 Sep,Average Price (pounds),Percent,195032,All Property Types
E12000007,2012 Sep,Average Price (pounds),Percent,308469,All Property Types
E12000008,2012 Sep,Average Price (pounds),Percent,228457,All Property Types
E12000009,2012 Sep,Average Price (pounds),Percent,191674,All Property Types
E92000001,2012 Aug,Average Price (pounds),Percent,180129,All Property Types
E12000001,2012 Aug,Average Price (pounds),Percent,119749,All Property Types
E12000002,2012 Aug,Average Price (pounds),Percent,130137,All Property Types
E12000003,2012 Aug,Average Price (pounds),Percent,131781,All Property Types
E12000004,2012 Aug,Average Price (pounds),Percent,139793,All Property Types
E12000005,2012 Aug,Average Price (pounds),Percent,147401,All Property Types
E12000006,2012 Aug,Average Price (pounds),Percent,196204,All Property Types
E12000007,2012 Aug,Average Price (pounds),Percent,310043,All Property Types
E12000008,2012 Aug,Average Price (pounds),Percent,227861,All Property Types
E12000009,2012 Aug,Average Price (pounds),Percent,192032,All Property Types
E92000001,2012 Jul,Average Price (pounds),Percent,179756,All Property Types
E12000001,2012 Jul,Average Price (pounds),Percent,117137,All Property Types
E12000002,2012 Jul,Average Price (pounds),Percent,129030,All Property Types
E12000003,2012 Jul,Average Price (pounds),Percent,131167,All Property Types
E12000004,2012 Jul,Average Price (pounds),Percent,140983,All Property Types
E12000005,2012 Jul,Average Price (pounds),Percent,147399,All Property Types
E12000006,2012 Jul,Average Price (pounds),Percent,196166,All Property Types
E12000007,2012 Jul,Average Price (pounds),Percent,308962,All Property Types
E12000008,2012 Jul,Average Price (pounds),Percent,226770,All Property Types
E12000009,2012 Jul,Average Price (pounds),Percent,193530,All Property Types
E92000001,2012 Jun,Average Price (pounds),Percent,178696,All Property Types
E12000001,2012 Jun,Average Price (pounds),Percent,117444,All Property Types
E12000002,2012 Jun,Average Price (pounds),Percent,129810,All Property Types
E12000003,2012 Jun,Average Price (pounds),Percent,130979,All Property Types
E12000004,2012 Jun,Average Price (pounds),Percent,139459,All Property Types
E12000005,2012 Jun,Average Price (pounds),Percent,147713,All Property Types
E12000006,2012 Jun,Average Price (pounds),Percent,193515,All Property Types
E12000007,2012 Jun,Average Price (pounds),Percent,306823,All Property Types
E12000008,2012 Jun,Average Price (pounds),Percent,224379,All Property Types
E12000009,2012 Jun,Average Price (pounds),Percent,191813,All Property Types
E92000001,2012 May,Average Price (pounds),Percent,177026,All Property Types
E12000001,2012 May,Average Price (pounds),Percent,115601,All Property Types
E12000002,2012 May,Average Price (pounds),Percent,127459,All Property Types
E12000003,2012 May,Average Price (pounds),Percent,129642,All Property Types
E12000004,2012 May,Average Price (pounds),Percent,138251,All Property Types
E12000005,2012 May,Average Price (pounds),Percent,144126,All Property Types
E12000006,2012 May,Average Price (pounds),Percent,193690,All Property Types
E12000007,2012 May,Average Price (pounds),Percent,304081,All Property Types
E12000008,2012 May,Average Price (pounds),Percent,223509,All Property Types
E12000009,2012 May,Average Price (pounds),Percent,190367,All Property Types
E92000001,2012 Apr,Average Price (pounds),Percent,176543,All Property Types
E12000001,2012 Apr,Average Price (pounds),Percent,116031,All Property Types
E12000002,2012 Apr,Average Price (pounds),Percent,128284,All Property Types
E12000003,2012 Apr,Average Price (pounds),Percent,128045,All Property Types
E12000004,2012 Apr,Average Price (pounds),Percent,138440,All Property Types
E12000005,2012 Apr,Average Price (pounds),Percent,144490,All Property Types
E12000006,2012 Apr,Average Price (pounds),Percent,192846,All Property Types
E12000007,2012 Apr,Average Price (pounds),Percent,299065,All Property Types
E12000008,2012 Apr,Average Price (pounds),Percent,223223,All Property Types
E12000009,2012 Apr,Average Price (pounds),Percent,190924,All Property Types
E92000001,2012 Mar,Average Price (pounds),Percent,174323,All Property Types
E12000001,2012 Mar,Average Price (pounds),Percent,116622,All Property Types
E12000002,2012 Mar,Average Price (pounds),Percent,127820,All Property Types
E12000003,2012 Mar,Average Price (pounds),Percent,128570,All Property Types
E12000004,2012 Mar,Average Price (pounds),Percent,137025,All Property Types
E12000005,2012 Mar,Average Price (pounds),Percent,144779,All Property Types
E12000006,2012 Mar,Average Price (pounds),Percent,189084,All Property Types
E12000007,2012 Mar,Average Price (pounds),Percent,290379,All Property Types
E12000008,2012 Mar,Average Price (pounds),Percent,219094,All Property Types
E12000009,2012 Mar,Average Price (pounds),Percent,188079,All Property Types
E92000001,2012 Feb,Average Price (pounds),Percent,174161,All Property Types
E12000001,2012 Feb,Average Price (pounds),Percent,113852,All Property Types
E12000002,2012 Feb,Average Price (pounds),Percent,127311,All Property Types
E12000003,2012 Feb,Average Price (pounds),Percent,127906,All Property Types
E12000004,2012 Feb,Average Price (pounds),Percent,136102,All Property Types
E12000005,2012 Feb,Average Price (pounds),Percent,143615,All Property Types
E12000006,2012 Feb,Average Price (pounds),Percent,190306,All Property Types
E12000007,2012 Feb,Average Price (pounds),Percent,292381,All Property Types
E12000008,2012 Feb,Average Price (pounds),Percent,218487,All Property Types
E12000009,2012 Feb,Average Price (pounds),Percent,189653,All Property Types
E92000001,2012 Jan,Average Price (pounds),Percent,174179,All Property Types
E12000001,2012 Jan,Average Price (pounds),Percent,113011,All Property Types
E12000002,2012 Jan,Average Price (pounds),Percent,125780,All Property Types
E12000003,2012 Jan,Average Price (pounds),Percent,126763,All Property Types
E12000004,2012 Jan,Average Price (pounds),Percent,136369,All Property Types
E12000005,2012 Jan,Average Price (pounds),Percent,145071,All Property Types
E12000006,2012 Jan,Average Price (pounds),Percent,191894,All Property Types
E12000007,2012 Jan,Average Price (pounds),Percent,294360,All Property Types
E12000008,2012 Jan,Average Price (pounds),Percent,217660,All Property Types
E12000009,2012 Jan,Average Price (pounds),Percent,189942,All Property Types
E92000001,2011 Dec,Average Price (pounds),Percent,174812,All Property Types
E12000001,2011 Dec,Average Price (pounds),Percent,115328,All Property Types
E12000002,2011 Dec,Average Price (pounds),Percent,128039,All Property Types
E12000003,2011 Dec,Average Price (pounds),Percent,129614,All Property Types
E12000004,2011 Dec,Average Price (pounds),Percent,138723,All Property Types
E12000005,2011 Dec,Average Price (pounds),Percent,143628,All Property Types
E12000006,2011 Dec,Average Price (pounds),Percent,190795,All Property Types
E12000007,2011 Dec,Average Price (pounds),Percent,292284,All Property Types
E12000008,2011 Dec,Average Price (pounds),Percent,219371,All Property Types
E12000009,2011 Dec,Average Price (pounds),Percent,187426,All Property Types
E92000001,2011 Nov,Average Price (pounds),Percent,175200,All Property Types
E12000001,2011 Nov,Average Price (pounds),Percent,117028,All Property Types
E12000002,2011 Nov,Average Price (pounds),Percent,127346,All Property Types
E12000003,2011 Nov,Average Price (pounds),Percent,129847,All Property Types
E12000004,2011 Nov,Average Price (pounds),Percent,137839,All Property Types
E12000005,2011 Nov,Average Price (pounds),Percent,145825,All Property Types
E12000006,2011 Nov,Average Price (pounds),Percent,191616,All Property Types
E12000007,2011 Nov,Average Price (pounds),Percent,291036,All Property Types
E12000008,2011 Nov,Average Price (pounds),Percent,219732,All Property Types
E12000009,2011 Nov,Average Price (pounds),Percent,188933,All Property Types
E92000001,2011 Oct,Average Price (pounds),Percent,175171,All Property Types
E12000001,2011 Oct,Average Price (pounds),Percent,116238,All Property Types
E12000002,2011 Oct,Average Price (pounds),Percent,129674,All Property Types
E12000003,2011 Oct,Average Price (pounds),Percent,129243,All Property Types
E12000004,2011 Oct,Average Price (pounds),Percent,137499,All Property Types
E12000005,2011 Oct,Average Price (pounds),Percent,144812,All Property Types
E12000006,2011 Oct,Average Price (pounds),Percent,190749,All Property Types
E12000007,2011 Oct,Average Price (pounds),Percent,292267,All Property Types
E12000008,2011 Oct,Average Price (pounds),Percent,218309,All Property Types
E12000009,2011 Oct,Average Price (pounds),Percent,189765,All Property Types
E92000001,2011 Sep,Average Price (pounds),Percent,176783,All Property Types
E12000001,2011 Sep,Average Price (pounds),Percent,117236,All Property Types
