num_borrowers,agenew,devontown
29,74,Great Torrington
23,75,Great Torrington
27,76,Great Torrington
19,77,Great Torrington
24,78,Great Torrington
14,79,Great Torrington
83,8,Great Torrington
19,80,Great Torrington
16,81,Great Torrington
7,82,Great Torrington
13,83,Great Torrington
8,84,Great Torrington
10,86,Great Torrington
12,87,Great Torrington
5,88,Great Torrington
6,89,Great Torrington
81,9,Great Torrington
1,90,Great Torrington
2,91,Great Torrington
1,92,Great Torrington
4,93,Great Torrington
3,94,Great Torrington
1,95,Great Torrington
3,96,Great Torrington
2,97,Great Torrington
388,,Holsworthy
2,0,Holsworthy
9,1,Holsworthy
75,10,Holsworthy
1,101,Holsworthy
1,104,Holsworthy
68,11,Holsworthy
1,113,Holsworthy
1,116,Holsworthy
80,12,Holsworthy
59,13,Holsworthy
76,14,Holsworthy
48,15,Holsworthy
51,16,Holsworthy
50,17,Holsworthy
31,18,Holsworthy
35,19,Holsworthy
14,2,Holsworthy
32,20,Holsworthy
30,21,Holsworthy
41,22,Holsworthy
32,23,Holsworthy
31,24,Holsworthy
30,25,Holsworthy
38,26,Holsworthy
25,27,Holsworthy
38,28,Holsworthy
21,29,Holsworthy
37,3,Holsworthy
31,30,Holsworthy
32,31,Holsworthy
29,32,Holsworthy
33,33,Holsworthy
22,34,Holsworthy
28,35,Holsworthy
38,36,Holsworthy
39,37,Holsworthy
28,38,Holsworthy
22,39,Holsworthy
44,4,Holsworthy
36,40,Holsworthy
41,41,Holsworthy
25,42,Holsworthy
35,43,Holsworthy
34,44,Holsworthy
36,45,Holsworthy
30,46,Holsworthy
38,47,Holsworthy
30,48,Holsworthy
39,49,Holsworthy
58,5,Holsworthy
25,50,Holsworthy
28,51,Holsworthy
22,52,Holsworthy
24,53,Holsworthy
29,54,Holsworthy
28,55,Holsworthy
36,56,Holsworthy
40,57,Holsworthy
31,58,Holsworthy
24,59,Holsworthy
68,6,Holsworthy
29,60,Holsworthy
38,61,Holsworthy
34,62,Holsworthy
32,63,Holsworthy
39,64,Holsworthy
39,65,Holsworthy
57,66,Holsworthy
39,67,Holsworthy
46,68,Holsworthy
54,69,Holsworthy
62,7,Holsworthy
38,70,Holsworthy
39,71,Holsworthy
38,72,Holsworthy
31,73,Holsworthy
22,74,Holsworthy
19,75,Holsworthy
14,76,Holsworthy
24,77,Holsworthy
14,78,Holsworthy
22,79,Holsworthy
61,8,Holsworthy
11,80,Holsworthy
8,81,Holsworthy
10,82,Holsworthy
10,83,Holsworthy
12,84,Holsworthy
14,85,Holsworthy
7,86,Holsworthy
5,87,Holsworthy
5,88,Holsworthy
4,89,Holsworthy
77,9,Holsworthy
5,90,Holsworthy
6,91,Holsworthy
3,92,Holsworthy
2,93,Holsworthy
1,94,Holsworthy
3,95,Holsworthy
1,98,Holsworthy
513,,Honiton
7,0,Honiton
25,1,Honiton
116,10,Honiton
110,11,Honiton
1,113,Honiton
1,114,Honiton
2,116,Honiton
121,12,Honiton
95,13,Honiton
83,14,Honiton
91,15,Honiton
56,16,Honiton
64,17,Honiton
84,18,Honiton
52,19,Honiton
43,2,Honiton
64,20,Honiton
72,21,Honiton
66,22,Honiton
46,23,Honiton
76,24,Honiton
72,25,Honiton
58,26,Honiton
78,27,Honiton
141,28,Honiton
54,29,Honiton
72,3,Honiton
72,30,Honiton
70,31,Honiton
66,32,Honiton
59,33,Honiton
67,34,Honiton
59,35,Honiton
75,36,Honiton
69,37,Honiton
68,38,Honiton
50,39,Honiton
100,4,Honiton
56,40,Honiton
70,41,Honiton
51,42,Honiton
61,43,Honiton
60,44,Honiton
65,45,Honiton
59,46,Honiton
78,47,Honiton
50,48,Honiton
56,49,Honiton
104,5,Honiton
63,50,Honiton
57,51,Honiton
43,52,Honiton
40,53,Honiton
55,54,Honiton
45,55,Honiton
66,56,Honiton
54,57,Honiton
57,58,Honiton
48,59,Honiton
130,6,Honiton
52,60,Honiton
36,61,Honiton
41,62,Honiton
48,63,Honiton
51,64,Honiton
52,65,Honiton
60,66,Honiton
57,67,Honiton
85,68,Honiton
74,69,Honiton
108,7,Honiton
84,70,Honiton
68,71,Honiton
64,72,Honiton
50,73,Honiton
44,74,Honiton
45,75,Honiton
32,76,Honiton
46,77,Honiton
38,78,Honiton
41,79,Honiton
114,8,Honiton
46,80,Honiton
31,81,Honiton
29,82,Honiton
25,83,Honiton
31,84,Honiton
27,85,Honiton
31,86,Honiton
14,87,Honiton
16,88,Honiton
17,89,Honiton
89,9,Honiton
9,90,Honiton
5,91,Honiton
6,92,Honiton
6,93,Honiton
1,94,Honiton
4,95,Honiton
5,96,Honiton
2,99,Honiton
592,,Ilfracombe
11,0,Ilfracombe
25,1,Ilfracombe
149,10,Ilfracombe
1,102,Ilfracombe
1,106,Ilfracombe
139,11,Ilfracombe
1,112,Ilfracombe
1,115,Ilfracombe
1,116,Ilfracombe
161,12,Ilfracombe
135,13,Ilfracombe
104,14,Ilfracombe
93,15,Ilfracombe
89,16,Ilfracombe
94,17,Ilfracombe
102,18,Ilfracombe
87,19,Ilfracombe
50,2,Ilfracombe
86,20,Ilfracombe
92,21,Ilfracombe
93,22,Ilfracombe
100,23,Ilfracombe
81,24,Ilfracombe
79,25,Ilfracombe
94,26,Ilfracombe
91,27,Ilfracombe
114,28,Ilfracombe
95,29,Ilfracombe
65,3,Ilfracombe
107,30,Ilfracombe
94,31,Ilfracombe
82,32,Ilfracombe
81,33,Ilfracombe
99,34,Ilfracombe
90,35,Ilfracombe
101,36,Ilfracombe
92,37,Ilfracombe
87,38,Ilfracombe
94,39,Ilfracombe
101,4,Ilfracombe
86,40,Ilfracombe
86,41,Ilfracombe
105,42,Ilfracombe
85,43,Ilfracombe
107,44,Ilfracombe
96,45,Ilfracombe
96,46,Ilfracombe
83,47,Ilfracombe
68,48,Ilfracombe
64,49,Ilfracombe
114,5,Ilfracombe
86,50,Ilfracombe
65,51,Ilfracombe
86,52,Ilfracombe
63,53,Ilfracombe
58,54,Ilfracombe
53,55,Ilfracombe
81,56,Ilfracombe
49,57,Ilfracombe
72,58,Ilfracombe
80,59,Ilfracombe
124,6,Ilfracombe
80,60,Ilfracombe
81,61,Ilfracombe
65,62,Ilfracombe
80,63,Ilfracombe
69,64,Ilfracombe
81,65,Ilfracombe
75,66,Ilfracombe
84,67,Ilfracombe
89,68,Ilfracombe
89,69,Ilfracombe
136,7,Ilfracombe
63,70,Ilfracombe
62,71,Ilfracombe
65,72,Ilfracombe
43,73,Ilfracombe
39,74,Ilfracombe
27,75,Ilfracombe
33,76,Ilfracombe
36,77,Ilfracombe
32,78,Ilfracombe
24,79,Ilfracombe
143,8,Ilfracombe
24,80,Ilfracombe
23,81,Ilfracombe
19,82,Ilfracombe
12,83,Ilfracombe
16,84,Ilfracombe
17,85,Ilfracombe
18,86,Ilfracombe
19,87,Ilfracombe
9,88,Ilfracombe
8,89,Ilfracombe
136,9,Ilfracombe
5,90,Ilfracombe
10,91,Ilfracombe
6,92,Ilfracombe
5,93,Ilfracombe
3,94,Ilfracombe
5,95,Ilfracombe
2,96,Ilfracombe
2,97,Ilfracombe
3,98,Ilfracombe
1,99,Ilfracombe
658,,Ivybridge
9,0,Ivybridge
44,1,Ivybridge
237,10,Ivybridge
2,100,Ivybridge
207,11,Ivybridge
2,114,Ivybridge
1,115,Ivybridge
2,116,Ivybridge
193,12,Ivybridge
193,13,Ivybridge
179,14,Ivybridge
155,15,Ivybridge
160,16,Ivybridge
145,17,Ivybridge
149,18,Ivybridge
135,19,Ivybridge
78,2,Ivybridge
123,20,Ivybridge
120,21,Ivybridge
98,22,Ivybridge
96,23,Ivybridge
102,24,Ivybridge
80,25,Ivybridge
96,26,Ivybridge
86,27,Ivybridge
117,28,Ivybridge
71,29,Ivybridge
94,3,Ivybridge
73,30,Ivybridge
110,31,Ivybridge
85,32,Ivybridge
100,33,Ivybridge
101,34,Ivybridge
108,35,Ivybridge
107,36,Ivybridge
103,37,Ivybridge
108,38,Ivybridge
114,39,Ivybridge
136,4,Ivybridge
121,40,Ivybridge
116,41,Ivybridge
127,42,Ivybridge
121,43,Ivybridge
136,44,Ivybridge
143,45,Ivybridge
124,46,Ivybridge
121,47,Ivybridge
141,48,Ivybridge
112,49,Ivybridge
152,5,Ivybridge
119,50,Ivybridge
116,51,Ivybridge
127,52,Ivybridge
79,53,Ivybridge
106,54,Ivybridge
88,55,Ivybridge
108,56,Ivybridge
107,57,Ivybridge
100,58,Ivybridge
82,59,Ivybridge
182,6,Ivybridge
108,60,Ivybridge
88,61,Ivybridge
80,62,Ivybridge
90,63,Ivybridge
81,64,Ivybridge
98,65,Ivybridge
108,66,Ivybridge
120,67,Ivybridge
89,68,Ivybridge
119,69,Ivybridge
203,7,Ivybridge
112,70,Ivybridge
89,71,Ivybridge
87,72,Ivybridge
91,73,Ivybridge
74,74,Ivybridge
58,75,Ivybridge
47,76,Ivybridge
59,77,Ivybridge
51,78,Ivybridge
42,79,Ivybridge
205,8,Ivybridge
46,80,Ivybridge
33,81,Ivybridge
34,82,Ivybridge
28,83,Ivybridge
27,84,Ivybridge
33,85,Ivybridge
16,86,Ivybridge
21,87,Ivybridge
12,88,Ivybridge
14,89,Ivybridge
211,9,Ivybridge
13,90,Ivybridge
10,91,Ivybridge
12,92,Ivybridge
8,93,Ivybridge
7,94,Ivybridge
6,95,Ivybridge
3,96,Ivybridge
1,98,Ivybridge
772,,Kingsbridge
8,0,Kingsbridge
28,1,Kingsbridge
109,10,Kingsbridge
2,100,Kingsbridge
1,104,Kingsbridge
126,11,Kingsbridge
2,112,Kingsbridge
1,116,Kingsbridge
105,12,Kingsbridge
106,13,Kingsbridge
98,14,Kingsbridge
79,15,Kingsbridge
72,16,Kingsbridge
54,17,Kingsbridge
64,18,Kingsbridge
53,19,Kingsbridge
51,2,Kingsbridge
54,20,Kingsbridge
45,21,Kingsbridge
44,22,Kingsbridge
61,23,Kingsbridge
54,24,Kingsbridge
59,25,Kingsbridge
73,26,Kingsbridge
59,27,Kingsbridge
102,28,Kingsbridge
58,29,Kingsbridge
71,3,Kingsbridge
55,30,Kingsbridge
51,31,Kingsbridge
72,32,Kingsbridge
65,33,Kingsbridge
62,34,Kingsbridge
65,35,Kingsbridge
85,36,Kingsbridge
61,37,Kingsbridge
58,38,Kingsbridge
74,39,Kingsbridge
97,4,Kingsbridge
70,40,Kingsbridge
60,41,Kingsbridge
65,42,Kingsbridge
77,43,Kingsbridge
77,44,Kingsbridge
79,45,Kingsbridge
77,46,Kingsbridge
96,47,Kingsbridge
62,48,Kingsbridge
79,49,Kingsbridge
99,5,Kingsbridge
68,50,Kingsbridge
56,51,Kingsbridge
65,52,Kingsbridge
66,53,Kingsbridge
67,54,Kingsbridge
48,55,Kingsbridge
90,56,Kingsbridge
56,57,Kingsbridge
81,58,Kingsbridge
75,59,Kingsbridge
116,6,Kingsbridge
61,60,Kingsbridge
73,61,Kingsbridge
71,62,Kingsbridge
79,63,Kingsbridge
94,64,Kingsbridge
93,65,Kingsbridge
99,66,Kingsbridge
90,67,Kingsbridge
88,68,Kingsbridge
132,69,Kingsbridge
121,7,Kingsbridge
97,70,Kingsbridge
81,71,Kingsbridge
101,72,Kingsbridge
76,73,Kingsbridge
68,74,Kingsbridge
63,75,Kingsbridge
68,76,Kingsbridge
49,77,Kingsbridge
65,78,Kingsbridge
41,79,Kingsbridge
102,8,Kingsbridge
45,80,Kingsbridge
52,81,Kingsbridge
37,82,Kingsbridge
34,83,Kingsbridge
39,84,Kingsbridge
38,85,Kingsbridge
27,86,Kingsbridge
23,87,Kingsbridge
23,88,Kingsbridge
23,89,Kingsbridge
121,9,Kingsbridge
17,90,Kingsbridge
18,91,Kingsbridge
11,92,Kingsbridge
6,93,Kingsbridge
7,94,Kingsbridge
6,95,Kingsbridge
7,96,Kingsbridge
2,97,Kingsbridge
3,98,Kingsbridge
3,99,Kingsbridge
84,,Lynton and Lynmouth
19,10,Lynton and Lynmouth
16,11,Lynton and Lynmouth
10,12,Lynton and Lynmouth
18,13,Lynton and Lynmouth
17,14,Lynton and Lynmouth
11,15,Lynton and Lynmouth
14,16,Lynton and Lynmouth
15,17,Lynton and Lynmouth
23,18,Lynton and Lynmouth
11,19,Lynton and Lynmouth
4,2,Lynton and Lynmouth
11,20,Lynton and Lynmouth
12,21,Lynton and Lynmouth
8,22,Lynton and Lynmouth
11,23,Lynton and Lynmouth
6,24,Lynton and Lynmouth
8,25,Lynton and Lynmouth
8,26,Lynton and Lynmouth
19,27,Lynton and Lynmouth
15,28,Lynton and Lynmouth
10,29,Lynton and Lynmouth
3,3,Lynton and Lynmouth
5,30,Lynton and Lynmouth
15,31,Lynton and Lynmouth
8,32,Lynton and Lynmouth
8,33,Lynton and Lynmouth
8,34,Lynton and Lynmouth
14,35,Lynton and Lynmouth
5,36,Lynton and Lynmouth
20,37,Lynton and Lynmouth
8,38,Lynton and Lynmouth
5,39,Lynton and Lynmouth
8,4,Lynton and Lynmouth
10,40,Lynton and Lynmouth
12,41,Lynton and Lynmouth
9,42,Lynton and Lynmouth
13,43,Lynton and Lynmouth
4,44,Lynton and Lynmouth
8,45,Lynton and Lynmouth
6,46,Lynton and Lynmouth
12,47,Lynton and Lynmouth
12,48,Lynton and Lynmouth
6,49,Lynton and Lynmouth
8,5,Lynton and Lynmouth
8,50,Lynton and Lynmouth
3,51,Lynton and Lynmouth
16,52,Lynton and Lynmouth
9,53,Lynton and Lynmouth
6,54,Lynton and Lynmouth
5,55,Lynton and Lynmouth
8,56,Lynton and Lynmouth
10,57,Lynton and Lynmouth
8,58,Lynton and Lynmouth
4,59,Lynton and Lynmouth
10,6,Lynton and Lynmouth
13,60,Lynton and Lynmouth
10,61,Lynton and Lynmouth
12,62,Lynton and Lynmouth
10,63,Lynton and Lynmouth
11,64,Lynton and Lynmouth
13,65,Lynton and Lynmouth
14,66,Lynton and Lynmouth
16,67,Lynton and Lynmouth
20,68,Lynton and Lynmouth
17,69,Lynton and Lynmouth
9,7,Lynton and Lynmouth
17,70,Lynton and Lynmouth
13,71,Lynton and Lynmouth
11,72,Lynton and Lynmouth
7,73,Lynton and Lynmouth
5,74,Lynton and Lynmouth
2,75,Lynton and Lynmouth
7,76,Lynton and Lynmouth
5,77,Lynton and Lynmouth
5,78,Lynton and Lynmouth
9,79,Lynton and Lynmouth
12,8,Lynton and Lynmouth
3,80,Lynton and Lynmouth
1,81,Lynton and Lynmouth
2,82,Lynton and Lynmouth
2,83,Lynton and Lynmouth
1,84,Lynton and Lynmouth
5,85,Lynton and Lynmouth
2,86,Lynton and Lynmouth
2,87,Lynton and Lynmouth
3,88,Lynton and Lynmouth
1,89,Lynton and Lynmouth
9,9,Lynton and Lynmouth
1,91,Lynton and Lynmouth
1,98,Lynton and Lynmouth
150,,Moretonhampstead
9,1,Moretonhampstead
24,10,Moretonhampstead
1,100,Moretonhampstead
33,11,Moretonhampstead
1,116,Moretonhampstead
24,12,Moretonhampstead
28,13,Moretonhampstead
23,14,Moretonhampstead
23,15,Moretonhampstead
16,16,Moretonhampstead
14,17,Moretonhampstead
16,18,Moretonhampstead
16,19,Moretonhampstead
13,2,Moretonhampstead
14,20,Moretonhampstead
11,21,Moretonhampstead
14,22,Moretonhampstead
6,23,Moretonhampstead
13,24,Moretonhampstead
13,25,Moretonhampstead
12,26,Moretonhampstead
7,27,Moretonhampstead
8,28,Moretonhampstead
12,29,Moretonhampstead
20,3,Moretonhampstead
5,30,Moretonhampstead
11,31,Moretonhampstead
15,32,Moretonhampstead
8,33,Moretonhampstead
16,34,Moretonhampstead
14,35,Moretonhampstead
15,36,Moretonhampstead
15,37,Moretonhampstead
13,38,Moretonhampstead
15,39,Moretonhampstead
12,4,Moretonhampstead
17,40,Moretonhampstead
20,41,Moretonhampstead
16,42,Moretonhampstead
17,43,Moretonhampstead
18,44,Moretonhampstead
17,45,Moretonhampstead
19,46,Moretonhampstead
11,47,Moretonhampstead
12,48,Moretonhampstead
11,49,Moretonhampstead
29,5,Moretonhampstead
5,50,Moretonhampstead
14,51,Moretonhampstead
11,52,Moretonhampstead
18,53,Moretonhampstead
12,54,Moretonhampstead
13,55,Moretonhampstead
18,56,Moretonhampstead
15,57,Moretonhampstead
12,58,Moretonhampstead
13,59,Moretonhampstead
21,6,Moretonhampstead
11,60,Moretonhampstead
16,61,Moretonhampstead
17,62,Moretonhampstead
19,63,Moretonhampstead
13,64,Moretonhampstead
13,65,Moretonhampstead
15,66,Moretonhampstead
20,67,Moretonhampstead
23,68,Moretonhampstead
32,69,Moretonhampstead
31,7,Moretonhampstead
25,70,Moretonhampstead
18,71,Moretonhampstead
14,72,Moretonhampstead
13,73,Moretonhampstead
13,74,Moretonhampstead
3,75,Moretonhampstead
6,76,Moretonhampstead
12,77,Moretonhampstead
12,78,Moretonhampstead
5,79,Moretonhampstead
29,8,Moretonhampstead
5,80,Moretonhampstead
9,81,Moretonhampstead
7,82,Moretonhampstead
5,83,Moretonhampstead
2,84,Moretonhampstead
2,85,Moretonhampstead
7,86,Moretonhampstead
3,87,Moretonhampstead
2,88,Moretonhampstead
1,89,Moretonhampstead
24,9,Moretonhampstead
4,90,Moretonhampstead
3,91,Moretonhampstead
3,92,Moretonhampstead
2,93,Moretonhampstead
1,94,Moretonhampstead
2,95,Moretonhampstead
2,96,Moretonhampstead
1847,,Newton Abbot
40,0,Newton Abbot
107,1,Newton Abbot
516,10,Newton Abbot
1,100,Newton Abbot
2,101,Newton Abbot
1,102,Newton Abbot
1,103,Newton Abbot
1,105,Newton Abbot
1,106,Newton Abbot
524,11,Newton Abbot
2,112,Newton Abbot
3,113,Newton Abbot
1,114,Newton Abbot
3,115,Newton Abbot
10,116,Newton Abbot
486,12,Newton Abbot
435,13,Newton Abbot
309,14,Newton Abbot
342,15,Newton Abbot
272,16,Newton Abbot
287,17,Newton Abbot
274,18,Newton Abbot
269,19,Newton Abbot
172,2,Newton Abbot
253,20,Newton Abbot
241,21,Newton Abbot
254,22,Newton Abbot
207,23,Newton Abbot
213,24,Newton Abbot
272,25,Newton Abbot
253,26,Newton Abbot
272,27,Newton Abbot
282,28,Newton Abbot
267,29,Newton Abbot
288,3,Newton Abbot
248,30,Newton Abbot
261,31,Newton Abbot
240,32,Newton Abbot
260,33,Newton Abbot
249,34,Newton Abbot
263,35,Newton Abbot
277,36,Newton Abbot
294,37,Newton Abbot
268,38,Newton Abbot
258,39,Newton Abbot
363,4,Newton Abbot
256,40,Newton Abbot
237,41,Newton Abbot
265,42,Newton Abbot
247,43,Newton Abbot
279,44,Newton Abbot
258,45,Newton Abbot
229,46,Newton Abbot
199,47,Newton Abbot
247,48,Newton Abbot
237,49,Newton Abbot
411,5,Newton Abbot
233,50,Newton Abbot
225,51,Newton Abbot
212,52,Newton Abbot
196,53,Newton Abbot
194,54,Newton Abbot
188,55,Newton Abbot
199,56,Newton Abbot
159,57,Newton Abbot
171,58,Newton Abbot
171,59,Newton Abbot
473,6,Newton Abbot
208,60,Newton Abbot
185,61,Newton Abbot
192,62,Newton Abbot
204,63,Newton Abbot
204,64,Newton Abbot
192,65,Newton Abbot
222,66,Newton Abbot
220,67,Newton Abbot
236,68,Newton Abbot
273,69,Newton Abbot
537,7,Newton Abbot
243,70,Newton Abbot
212,71,Newton Abbot
204,72,Newton Abbot
178,73,Newton Abbot
176,74,Newton Abbot
127,75,Newton Abbot
114,76,Newton Abbot
117,77,Newton Abbot
118,78,Newton Abbot
93,79,Newton Abbot
508,8,Newton Abbot
104,80,Newton Abbot
99,81,Newton Abbot
72,82,Newton Abbot
86,83,Newton Abbot
55,84,Newton Abbot
62,85,Newton Abbot
71,86,Newton Abbot
39,87,Newton Abbot
45,88,Newton Abbot
29,89,Newton Abbot
537,9,Newton Abbot
24,90,Newton Abbot
19,91,Newton Abbot
24,92,Newton Abbot
23,93,Newton Abbot
13,94,Newton Abbot
12,95,Newton Abbot
9,96,Newton Abbot
6,97,Newton Abbot
4,98,Newton Abbot
714,,Okehampton
23,0,Okehampton
56,1,Okehampton
162,10,Okehampton
178,11,Okehampton
1,115,Okehampton
2,116,Okehampton
173,12,Okehampton
141,13,Okehampton
123,14,Okehampton
126,15,Okehampton
99,16,Okehampton
92,17,Okehampton
130,18,Okehampton
88,19,Okehampton
106,2,Okehampton
83,20,Okehampton
84,21,Okehampton
82,22,Okehampton
79,23,Okehampton
93,24,Okehampton
90,25,Okehampton
82,26,Okehampton
98,27,Okehampton
111,28,Okehampton
88,29,Okehampton
116,3,Okehampton
68,30,Okehampton
91,31,Okehampton
93,32,Okehampton
115,33,Okehampton
107,34,Okehampton
98,35,Okehampton
144,36,Okehampton
121,37,Okehampton
86,38,Okehampton
121,39,Okehampton
174,4,Okehampton
92,40,Okehampton
97,41,Okehampton
103,42,Okehampton
104,43,Okehampton
98,44,Okehampton
101,45,Okehampton
91,46,Okehampton
91,47,Okehampton
106,48,Okehampton
103,49,Okehampton
159,5,Okehampton
78,50,Okehampton
97,51,Okehampton
82,52,Okehampton
93,53,Okehampton
77,54,Okehampton
88,55,Okehampton
97,56,Okehampton
76,57,Okehampton
70,58,Okehampton
91,59,Okehampton
169,6,Okehampton
85,60,Okehampton
84,61,Okehampton
69,62,Okehampton
71,63,Okehampton
88,64,Okehampton
82,65,Okehampton
75,66,Okehampton
93,67,Okehampton
106,68,Okehampton
121,69,Okehampton
179,7,Okehampton
98,70,Okehampton
67,71,Okehampton
81,72,Okehampton
90,73,Okehampton
68,74,Okehampton
54,75,Okehampton
50,76,Okehampton
59,77,Okehampton
40,78,Okehampton
47,79,Okehampton
180,8,Okehampton
34,80,Okehampton
26,81,Okehampton
40,82,Okehampton
19,83,Okehampton
29,84,Okehampton
22,85,Okehampton
22,86,Okehampton
17,87,Okehampton
13,88,Okehampton
11,89,Okehampton
201,9,Okehampton
16,90,Okehampton
6,91,Okehampton
6,92,Okehampton
5,93,Okehampton
1,94,Okehampton
1,95,Okehampton
2,96,Okehampton
2,97,Okehampton
1,99,Okehampton
481,,Ottery St Mary
7,0,Ottery St Mary
23,1,Ottery St Mary
107,10,Ottery St Mary
2,106,Ottery St Mary
127,11,Ottery St Mary
1,116,Ottery St Mary
118,12,Ottery St Mary
95,13,Ottery St Mary
97,14,Ottery St Mary
84,15,Ottery St Mary
84,16,Ottery St Mary
66,17,Ottery St Mary
73,18,Ottery St Mary
76,19,Ottery St Mary
35,2,Ottery St Mary
53,20,Ottery St Mary
50,21,Ottery St Mary
59,22,Ottery St Mary
39,23,Ottery St Mary
41,24,Ottery St Mary
39,25,Ottery St Mary
37,26,Ottery St Mary
37,27,Ottery St Mary
52,28,Ottery St Mary
38,29,Ottery St Mary
52,3,Ottery St Mary
31,30,Ottery St Mary
38,31,Ottery St Mary
37,32,Ottery St Mary
29,33,Ottery St Mary
39,34,Ottery St Mary
44,35,Ottery St Mary
42,36,Ottery St Mary
53,37,Ottery St Mary
52,38,Ottery St Mary
49,39,Ottery St Mary
78,4,Ottery St Mary
71,40,Ottery St Mary
61,41,Ottery St Mary
74,42,Ottery St Mary
57,43,Ottery St Mary
66,44,Ottery St Mary
67,45,Ottery St Mary
46,46,Ottery St Mary
61,47,Ottery St Mary
50,48,Ottery St Mary
45,49,Ottery St Mary
103,5,Ottery St Mary
50,50,Ottery St Mary
46,51,Ottery St Mary
43,52,Ottery St Mary
46,53,Ottery St Mary
50,54,Ottery St Mary
41,55,Ottery St Mary
46,56,Ottery St Mary
45,57,Ottery St Mary
45,58,Ottery St Mary
38,59,Ottery St Mary
86,6,Ottery St Mary
37,60,Ottery St Mary
38,61,Ottery St Mary
33,62,Ottery St Mary
54,63,Ottery St Mary
33,64,Ottery St Mary
46,65,Ottery St Mary
42,66,Ottery St Mary
62,67,Ottery St Mary
50,68,Ottery St Mary
71,69,Ottery St Mary
109,7,Ottery St Mary
54,70,Ottery St Mary
40,71,Ottery St Mary
61,72,Ottery St Mary
35,73,Ottery St Mary
42,74,Ottery St Mary
26,75,Ottery St Mary
31,76,Ottery St Mary
24,77,Ottery St Mary
18,78,Ottery St Mary
20,79,Ottery St Mary
128,8,Ottery St Mary
25,80,Ottery St Mary
19,81,Ottery St Mary
12,82,Ottery St Mary
12,83,Ottery St Mary
17,84,Ottery St Mary
15,85,Ottery St Mary
14,86,Ottery St Mary
12,87,Ottery St Mary
9,88,Ottery St Mary
7,89,Ottery St Mary
134,9,Ottery St Mary
4,90,Ottery St Mary
3,91,Ottery St Mary
3,92,Ottery St Mary
1,93,Ottery St Mary
3,94,Ottery St Mary
1,96,Ottery St Mary
3,97,Ottery St Mary
1,99,Ottery St Mary
13,,Outside DCC - Torbay
4,10,Outside DCC - Torbay
2,11,Outside DCC - Torbay
1,12,Outside DCC - Torbay
1,13,Outside DCC - Torbay
4,14,Outside DCC - Torbay
2,15,Outside DCC - Torbay
3,16,Outside DCC - Torbay
3,17,Outside DCC - Torbay
2,18,Outside DCC - Torbay
1,19,Outside DCC - Torbay
2,20,Outside DCC - Torbay
2,21,Outside DCC - Torbay
2,22,Outside DCC - Torbay
3,23,Outside DCC - Torbay
2,24,Outside DCC - Torbay
1,25,Outside DCC - Torbay
5,26,Outside DCC - Torbay
4,27,Outside DCC - Torbay
7,28,Outside DCC - Torbay
2,29,Outside DCC - Torbay
1,30,Outside DCC - Torbay
4,31,Outside DCC - Torbay
1,33,Outside DCC - Torbay
1,34,Outside DCC - Torbay
1,35,Outside DCC - Torbay
2,36,Outside DCC - Torbay
1,37,Outside DCC - Torbay
2,38,Outside DCC - Torbay
1,39,Outside DCC - Torbay
2,41,Outside DCC - Torbay
4,42,Outside DCC - Torbay
4,43,Outside DCC - Torbay
2,44,Outside DCC - Torbay
3,45,Outside DCC - Torbay
3,46,Outside DCC - Torbay
4,47,Outside DCC - Torbay
4,48,Outside DCC - Torbay
3,49,Outside DCC - Torbay
2,5,Outside DCC - Torbay
5,50,Outside DCC - Torbay
6,51,Outside DCC - Torbay
3,52,Outside DCC - Torbay
7,53,Outside DCC - Torbay
2,54,Outside DCC - Torbay
3,55,Outside DCC - Torbay
6,56,Outside DCC - Torbay
6,57,Outside DCC - Torbay
3,58,Outside DCC - Torbay
1,59,Outside DCC - Torbay
2,6,Outside DCC - Torbay
7,60,Outside DCC - Torbay
3,61,Outside DCC - Torbay
5,62,Outside DCC - Torbay
4,63,Outside DCC - Torbay
2,64,Outside DCC - Torbay
5,65,Outside DCC - Torbay
3,66,Outside DCC - Torbay
2,67,Outside DCC - Torbay
4,68,Outside DCC - Torbay
2,69,Outside DCC - Torbay
2,7,Outside DCC - Torbay
7,70,Outside DCC - Torbay
4,72,Outside DCC - Torbay
4,73,Outside DCC - Torbay
5,74,Outside DCC - Torbay
2,75,Outside DCC - Torbay
2,76,Outside DCC - Torbay
1,77,Outside DCC - Torbay
1,78,Outside DCC - Torbay
1,8,Outside DCC - Torbay
2,80,Outside DCC - Torbay
1,82,Outside DCC - Torbay
1,85,Outside DCC - Torbay
1,86,Outside DCC - Torbay
1,87,Outside DCC - Torbay
1,9,Outside DCC - Torbay
877,,Seaton
3,0,Seaton
17,1,Seaton
83,10,Seaton
1,104,Seaton
1,106,Seaton
83,11,Seaton
3,116,Seaton
84,12,Seaton
75,13,Seaton
89,14,Seaton
73,15,Seaton
63,16,Seaton
60,17,Seaton
83,18,Seaton
71,19,Seaton
26,2,Seaton
69,20,Seaton
55,21,Seaton
57,22,Seaton
53,23,Seaton
49,24,Seaton
47,25,Seaton
49,26,Seaton
37,27,Seaton
63,28,Seaton
38,29,Seaton
31,3,Seaton
37,30,Seaton
29,31,Seaton
44,32,Seaton
31,33,Seaton
52,34,Seaton
40,35,Seaton
53,36,Seaton
43,37,Seaton
43,38,Seaton
33,39,Seaton
60,4,Seaton
48,40,Seaton
51,41,Seaton
